2667577344	2575121728	2581594112	2575302656	2560622592	2455764992	2476736512	2503999488	2538647184	2453667840	
2789212160	2772149776	2808086528	2782920704	2917138432	2770337792	2583691264	2623537152	2847366144	2583691264	
3477078016	3040632544	3382706176	3437232128	3491758080	3307208704	3254779904	3258974208	2998368416	3206545408	
2906652672	3023967264	3231711232	3038773248	2994733056	2996830208	2977955840	2994733056	2906497104	2980052992	
2789212160	2927569888	2925527040	2835349504	2881486848	2866806784	2891972608	2940207104	2902293968	2864709632	
2793406464	2822726576	2824863744	2738880512	2803892224	2868903936	2652897280	2774532096	2797482064	2550136832	
2879389696	2931778160	2816475136	3066036224	2826960896	2925527040	2749366272	2764046336	2895822736	2717908992	
2956984320	2826874912	2980052992	2814377984	2944401408	2826960896	2820669440	2694840320	2965248784	3036676096	
2898264064	2803798640	3030384640	2917138432	2864709632	2952790016	2868903936	2910846976	2864529888	3162505216	
3005218816	3042820880	2826960896	2894069760	2841640960	3003121664	2986344448	2986344448	2898119008	2845835264	
3021996032	2887658656	2952790016	2961178624	2984247296	2944401408	3001024512	2998927360	2847808976	2707423232	
2879389696	2835223408	3030384640	3042967552	3095396352	2879389696	2971664384	2910846976	2933608896	2938109952	
2982150144	2847805840	2764046336	2933915648	2875195392	3026190336	3009413120	2959081472	2944225168	2931818496	
2990538752	2977906768	3017801728	3047161856	2856321024	2944401408	2971664384	2864709632	2981943712	2824863744	
2877292544	2919141568	2835349504	2879389696	2847932416	2866806784	2925527040	2923429888	2860391344	3001024512	
2971664384	2959054608	2862612480	3011510272	2896166912	2969567232	2885681152	2925527040	2898127360	2896166912	
2873098240	2835303536	2900361216	2889875456	3049259008	2843738112	2950692864	2959081472	2925254656	3009413120	
2965372928	2954832336	2959081472	2860515328	2996830208	3034578944	2988441600	2896166912	2983950752	3001024512	
2860515328	2925475152	2889875456	2950692864	3017801728	2925527040	2831155200	2984247296		2875195392	
2973761536	2952648816	2902458368	2906652672	2891972608	2956984320	2982150144	2925527040		2940207104	
2998927360	2759801584	2858418176	2959081472	2883584000	2950692864	2906652672	2982150144		2881486848	
3001024512	2996777376	2959081472	3011510272	2950692864	2868903936	2835349504	2812280832		3095396352	
2904555520	2908636304	2887778304	2984247296	2961178624	2891972608	3026190336	2887778304		2862612480	
3057647616	2975720864	3074424832	2950692864	3021996032	3040870400	2818572288	2852126720		2938109952	
3162505216	3080583088	2969567232	2881486848	2839543808	2927624192	2977955840	3284140032		3080716288	
2826960896	2891941520	2946498560	2927624192	2969567232	2883584000	2977955840	3183476736		3049259008	
2663383040	2944340992	2977955840	2877292544	3091202048	2852126720	2904555520	2734686208		2940207104	
2879389696	2906613360	2961178624	3087007744	2942304256	2982150144	2858418176	2705326080		2839543808	
2938109952	2805938768	2967470080	2908749824	2959081472	2906652672	3028287488	2682257408		3032481792	
2722103296	2895995296	3036676096	2950692864	2795503616	2954887168	2789212160	2648702976		2847932416	
2722103296	3026125600	2841640960	2967470080	2912944128	2871001088	3076521984	2795503616		2994733056	
2772434944	2719864608	2946498560	2990538752	2965372928	2889875456	2944401408	2644508672		2952790016	
2757754880	2944280208	2933915648	2977955840	2818572288	2789212160	2864709632	2669674496		2860515328	
2736783360	2851886352	2975858688	2785017856	3036676096	3045064704	2885681152	2820669440		3024093184	
2789212160	2988312976	2822766592	2990538752	2816475136	3076521984	2980052992	2898264064		2843738112	
2898264064	2908597056	2816475136	3038773248	3009413120	2854223872	3122659328	2778726400		2967470080	
2854223872	2967413584	3017801728	2956984320	2959081472	2887778304	2950692864	2975858688		2667577344	
2986344448		3047161856	2931818496						3091202048	
